x,y,anomaly,image,recon_error
-35.522404,36.874317,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0061.png,0.0012554913
-47.716217,8.767403,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0062.png,0.0012246162
-49.833473,26.70383,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0063.png,0.0010689696
-50.887623,-0.8265175,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0064.png,0.0011345849
-35.105408,-23.824032,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0065.png,0.0013719158
-52.729446,3.3224294,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0066.png,0.0016700528
-14.058351,-40.209114,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0067.png,0.0016996908
-50.803562,1.3954991,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0068.png,0.0024374295
-27.084044,-32.056572,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0069.png,0.0015057742
-39.38912,-16.693424,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0070.png,0.0013028304
-45.279083,33.317337,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0071.png,0.0010782594
-46.990017,-2.6365764,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0072.png,0.0011009778
-52.143906,18.06463,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0073.png,0.0009825802
-32.76194,-26.492958,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0074.png,0.0011705905
-9.179759,-41.92278,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0075.png,0.0014913578
4.341413,-35.538258,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0076.png,0.0019292111
0.79021573,-38.03135,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0077.png,0.0021234136
-9.284483,-41.782185,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0078.png,0.0019173559
3.9630606,-36.276485,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0079.png,0.0016402097
-6.234841,-40.905678,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0080.png,0.0013652273
-45.696476,31.187391,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0081.png,0.0009426491
-43.237587,-10.775591,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0082.png,0.00095010403
-52.638268,24.07674,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0083.png,0.0010111289
-48.883175,-5.7075043,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0084.png,0.0012653678
5.6918616,-33.860287,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0085.png,0.0014027248
5.166472,20.936155,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0086.png,0.0021529389
9.474926,-7.8416557,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0087.png,0.0020856182
9.514484,-8.076778,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0088.png,0.0018595904
5.7898874,-33.615753,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0089.png,0.0015646425
6.9523525,-17.540762,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0090.png,0.0013362328
-48.35939,31.38688,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0091.png,0.00097520533
-48.62397,-5.4469013,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0092.png,0.0009847041
-52.637783,-0.10941512,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0093.png,0.0010297573
-10.920333,-43.432007,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0094.png,0.0010197039
-6.831625,-41.124996,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0095.png,0.0011634814
4.564998,-18.111761,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0096.png,0.0023534163
2.4289455,-36.120632,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0097.png,0.0015652833
2.8731332,-35.57525,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0098.png,0.0019746316
7.2193465,-26.264647,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0099.png,0.001701988
2.3864088,-36.28287,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0100.png,0.0014294949
-46.19015,33.125553,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0101.png,0.0009435511
-54.14463,10.420462,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0102.png,0.001083823
-52.167625,-0.16450293,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0103.png,0.00086927006
-27.635555,-32.11947,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0104.png,0.0010787668
-40.672623,-16.780148,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0105.png,0.001193001
11.028547,-11.256062,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0106.png,0.0017336741
-24.346987,-37.048775,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0107.png,0.0016045856
-10.728315,-43.49599,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0108.png,0.0016490584
-10.517661,-43.53552,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0109.png,0.0014127274
-30.736324,-27.961393,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0110.png,0.001198857
-17.79233,25.823908,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0111.png,0.0013852034
-45.759274,-0.8796423,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0112.png,0.0010879075
-43.40416,29.194408,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0113.png,0.0009226569
-49.699413,-2.0482242,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0114.png,0.0008967715
-47.334637,16.840471,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0115.png,0.0012558157
-36.32537,-22.127857,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0116.png,0.001204258
-21.799175,-33.209385,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0117.png,0.0014212515
13.506395,-13.857937,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0118.png,0.0013729092
9.532167,-23.921432,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0119.png,0.0013480629
-4.498893,-41.846184,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0120.png,0.00094820966
-21.328274,28.852972,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0121.png,0.0013169782
-16.302216,20.78305,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0122.png,0.0014046372
-16.408066,23.274126,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0123.png,0.0012407956
-49.85572,21.348644,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0124.png,0.00097119884
-48.783737,-1.2926261,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0125.png,0.001033388
-47.757053,29.817364,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0126.png,0.0013862806
-25.960224,-33.337135,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0127.png,0.0006924401
-50.511543,20.626835,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0128.png,0.000906398
-29.85386,-27.33975,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0129.png,0.0010085576
-30.281694,34.198143,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0130.png,0.0010124607
-15.93714,20.315844,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0131.png,0.0017183892
-40.34835,33.17161,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0132.png,0.0010821243
-36.400158,36.94744,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0133.png,0.0008723078
-13.333274,-41.96293,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0134.png,0.0008061844
-44.716278,32.0244,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0135.png,0.0014583552
-54.41275,21.631042,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0136.png,0.0009826364
-31.54043,36.284134,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0137.png,0.00081575423
8.258178,27.656033,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0138.png,0.0022009276
-40.139675,-15.458536,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0139.png,0.0011949472
-18.288704,27.336424,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0140.png,0.0013897198
-22.98001,30.91826,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0141.png,0.0013463276
-32.077656,33.301388,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0142.png,0.0011964524
-18.530903,27.763649,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0143.png,0.0012072643
-50.73055,23.157595,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0144.png,0.0008119107
-41.12419,35.86623,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0145.png,0.0006854719
-55.70203,9.93088,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0146.png,0.0011363955
-47.87102,17.55775,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0147.png,0.002012649
-53.382717,3.7420905,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0148.png,0.0012625086
-49.0553,31.934559,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0149.png,0.0008728038
-43.905266,-3.4831145,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0150.png,0.0014887757
-15.805815,20.188528,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0151.png,0.0016880145
-41.676353,32.509212,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0152.png,0.0010825465
-32.252605,35.185844,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0153.png,0.001059847
-29.264507,35.577034,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0154.png,0.0010276268
-34.64242,36.041874,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0155.png,0.0013770198
-55.2198,16.273169,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0156.png,0.0016481371
-35.66671,36.637383,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0157.png,0.0017704621
-41.86423,33.26383,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0158.png,0.0014851342
-33.44681,36.886925,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0159.png,0.0010202718
9.770817,28.829908,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0160.png,0.0013080826
-18.939537,27.805553,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0161.png,0.0014057086
-23.33394,29.358585,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0162.png,0.0009840474
-30.757198,36.073856,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0163.png,0.00093752204
-19.11871,26.124567,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0164.png,0.0015552874
-44.803402,33.6325,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0165.png,0.0011470153
-36.970104,-12.988403,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0166.png,0.0011828812
-41.20355,36.64073,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0167.png,0.0007234807
-52.04855,3.2028568,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0168.png,0.001475779
-36.206017,-19.367668,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0169.png,0.0015982882
-48.403328,30.16843,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0170.png,0.0010153665
-15.935657,19.360954,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0171.png,0.0016051761
-17.507072,25.436863,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0172.png,0.0012674186
-23.916239,30.410936,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0173.png,0.0007232452
-19.332655,27.5782,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0174.png,0.0010144027
-34.210888,35.148167,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0175.png,0.0009042236
-42.2291,31.417208,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0176.png,0.0007757207
-48.53335,8.107493,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0177.png,0.000812891
-44.14418,0.77867025,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0178.png,0.00093379756
-28.80599,34.74903,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0179.png,0.00086300354
-41.865486,32.364002,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0180.png,0.00071243395
-44.871002,33.810226,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0181.png,0.0009920252
-50.39959,7.092693,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0182.png,0.00067444233
-49.94077,24.3374,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0183.png,0.00072678877
-42.525604,-14.2413,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0184.png,0.0006519969
-54.993206,8.983766,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0185.png,0.00097376504
1.3954709,-26.015858,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0186.png,0.0010332433
6.9690485,-3.0304751,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0187.png,0.0011547758
-13.519379,-41.494938,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0188.png,0.0008917062
-27.420834,-33.12834,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0189.png,0.00056560396
-25.031635,-33.955776,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0190.png,0.0009237596
-35.723885,36.024647,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0191.png,0.0007172224
-45.73289,-8.615475,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0192.png,0.0009131328
-47.677204,32.76627,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0193.png,0.0005710455
-55.26258,7.811684,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0194.png,0.0007582185
3.7125547,10.920747,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0195.png,0.0013529308
10.846837,26.09031,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0196.png,0.0012786003
-38.583256,-16.695549,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0197.png,0.0009777506
8.577132,5.75793,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0198.png,0.0017129384
-51.039112,1.4158022,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0199.png,0.0014309923
-50.024582,-2.7144582,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0200.png,0.00092669454
-52.373653,25.42642,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0201.png,0.00073333184
-51.16285,25.688807,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0202.png,0.0010346429
-46.85169,-13.913537,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0203.png,0.0004355335
-35.337334,-34.764824,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0204.png,0.0006166966
17.247805,-10.248824,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0205.png,0.000978667
-30.914856,-25.157024,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0206.png,0.0014118737
17.082203,-10.581273,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0207.png,0.0014536387
30.03447,27.644125,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0208.png,0.0012319188
11.368604,6.298662,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0209.png,0.00086305116
17.373857,-10.601865,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0210.png,0.00093867135
-45.261612,33.696457,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0211.png,0.00107931
-36.16176,-12.950801,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0212.png,0.00093620666
-56.44391,8.888788,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0213.png,0.00063231145
-54.351852,21.41353,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0214.png,0.0009445752
1.3247138,-43.02233,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0215.png,0.00076509966
-26.221046,-36.815235,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0216.png,0.0010269646
9.923199,25.31129,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0217.png,0.0013954932
48.294586,19.411755,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0218.png,0.0014968873
-27.992304,-35.45125,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0219.png,0.0011927476
-28.509727,-35.717014,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0220.png,0.0011913799
-22.90489,28.848606,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0221.png,0.0015076629
-38.671116,-19.26576,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0222.png,0.00063514133
-48.623222,30.7538,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0223.png,0.00052006455
-55.802917,6.520645,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0224.png,0.00078605994
-56.024544,18.452671,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0225.png,0.0006236983
-12.341668,-45.247627,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0226.png,0.0010696708
17.490942,-27.58123,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0227.png,0.0010179094
14.153641,-25.592781,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0228.png,0.0012159921
-10.888748,-51.940876,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0229.png,0.0008201568
-52.842995,-0.36773157,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0230.png,0.00092907215
-21.850657,29.557016,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0231.png,0.0010156055
-41.25991,27.952314,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0232.png,0.0006859906
-37.25794,33.50047,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0233.png,0.0007214499
-36.9165,-13.125423,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0234.png,0.00067142403
-40.879154,-7.5368066,0,/Users/azizahalq/Desktop/solar_flask_app/solar_dataset/images/cell0235.png,0.00067964254
